location_id,locationUUID,LocationPublicname,LocationInternalname,LocationType,LocationCountryCode,LocationCountrySubdivision,LocationCoordinatesLatitude,LocationCoordinatesLongitude,StoreNumber,LocationLifecycleStatus,LocationStoreFormat,LocationStoreDetailedFormat,LocationTimeZone,LocationAddressUUID,LocationParentStoreUUID
2065,77d52dfa-34d2-40fc-9137-5f45a2972c21,Stockport Extra - Cold Deli,Stockport Extra - Cold Deli,Cold-Deli,GB,ENG,53.41636,-2.15342,0,Closed,null,null,Europe/London,265fcea8-234a-40e9-bb90-a77c6ecefd7e,ec8c4c25-787a-425b-9667-204564161bba
2069,d270c72d-91f6-45b3-b5b9-9f7414029484,Mansfield Chesterfield Extra,Mansfield Chesterfield Extra,Store,GB,ENG,53.1498,-1.20265,5437,Trading,Extra,Extra,Europe/London,72f388f6-7fe3-4108-9606-8371e154a757,null
2073,788ea6ea-0396-474d-8df8-b9763213fe4f,Norwich Extra - Pharmacy,Norwich Extra - Pharmacy,Pharmacy,GB,ENG,52.65979,1.33521,0,Trading,null,null,Europe/London,ff8577cb-fbf3-47e8-aab6-c7882007108f,73981b3e-c4a6-4b9d-9287-ec0fb49dbf19
2077,679c1de0-2a3e-4976-bbe1-edf6f3ca262d,Manningtree Express,Manningtree Express,Store,GB,ENG,51.94529,1.06431,5096,Trading,Express,Express Standalone,Europe/London,e36683c6-44bd-4874-b44e-36925233577b,null
2081,a8fc8c93-0672-41ed-89c0-9076bdd458fc,Beccles Superstore - NHS Workers Priority Time,Beccles Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,52.45931,1.56521,0,Closed,null,null,Europe/London,1ab84f60-5970-4f38-bb03-91458f4d7351,bfd6c7e3-2381-4a96-a004-9b1ec8fe96bf
2085,2ab133f1-6dbc-4b08-b147-88231dd7a276,Robin Hood Express,Robin Hood Express,Store,GB,ENG,52.42407,-1.84839,5656,Trading,Express,Express Standalone,Europe/London,733a1d8b-c773-498b-a0cd-15052db05585,null
2089,4b2490c9-454b-4afe-9b54-49c684cf80a0,Witham Superstore - Fish,Witham Superstore - Fish,Fish,GB,ENG,51.79923,0.64313,0,Trading,null,null,Europe/London,6d776bc2-b528-43d2-ba88-17ced45a9061,ab032e2b-1b9b-41d6-9d64-eaeb1a7c13b0
2093,b2945387-ebec-4913-bfec-cdff3ba41636,Ledbury Rd Esso Express,Ledbury Rd Esso Express,Store,GB,ENG,52.05503,-2.69885,3318,Trading,Express,Esso Express,Europe/London,9ae7308a-5fa7-47c8-8c58-ea09ac9d2c17,null
2097,874149c7-6156-4440-9ec5-db88b093a164,137 HIGH HOLBORN EXP,137 HIGH HOLBORN EXP,Store,GB,ENG,null,null,5888,Development,null,Express Standalone,Europe/London,7b3a2af3-a361-46e0-be9a-359736f18683,null
2101,0c0a7095-9e1d-480f-a1c5-9caefe59387f,EXMOUTH 1 - Petrol Filling Station,EXMOUTH 1 - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,null,null,4236,Development,null,Petrol Station,Europe/London,adae0637-d852-4178-9745-96dba56fc490,null
2105,4607be0f-b48c-47f8-8443-963e1b5b8b3e,Kings Cross Metro - Clothing Collection,Kings Cross Metro - Clothing Collection,Clothing-Collection,GB,ENG,51.53197,-0.12114,0,Closed,null,null,Europe/London,7c2a52ad-e6e2-40f1-8555-c9938dcd8b53,c2804113-2dcc-4141-b1ca-d32a292ea5e5
2109,3a8e52a3-3df5-4d18-a19a-44ee5c276add,BÄ›lÃ¡ pod BezdÄ›zem,BÄ›lÃ¡ pod BezdÄ›zem,Store,CZ,null,50.5024796,14.80301,0,Closed,Expres,null,Europe/Prague,46135385-83c6-40f0-8f11-b00cc4798837,null
2113,3c261382-6570-4b47-9d4d-b24c13bc18c9,Mansfield Jubilee Extra - NHS Workers Priority Time,Mansfield Jubilee Extra - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,53.13423,-1.15229,0,Closed,null,null,Europe/London,e538f4e6-706f-4f02-931d-6ea851f7f7c2,fcd9acf8-12e0-415e-8a0e-f5a534adc4e2
2117,0966204f-5d9b-41de-aba8-187ca997aba7,Swansea Cadle Extra,Swansea Cadle Extra,Store,GB,WLS,51.65091,-3.99158,3219,Trading,Extra,Extra,Europe/London,66e3bdeb-cb1f-48c2-9736-a5136fb70eae,null
2121,86aa3f26-179f-4b6b-a5ee-c2c36437c13f,Gravesend Metro - NHS Workers Priority Time,Gravesend Metro - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,51.44219,0.36681,0,Closed,null,null,Europe/London,08cf8fca-ecc6-4a19-8b54-ba1b0224777f,d5f5895f-f904-4ce1-9316-3e55897f513a
2125,83c2fdcb-7ae2-4c78-bfa0-3c085d1db26e,Worksop Gateford Rd Superstore - Travel Money Click and Collect,Worksop Gateford Rd Superstore - Travel Money Click and Collect,Travel-Money-Click-and-Collect,GB,ENG,53.3151,-1.13232,0,Trading,null,null,Europe/London,63794754-4ad2-485a-894a-541a378a9ded,9c720ee4-b43b-4628-8d70-e3963ba24731
2129,8436e625-674f-4234-ad72-4fe337a371f0,Brockenhurst Express,Brockenhurst Express,Store,GB,ENG,50.81895,-1.57724,5089,Trading,Express,Express Standalone,Europe/London,9d3ab192-27dc-4f9f-8fa0-7c7b75fd8faf,null
2133,cd4cc4a5-5cd4-425f-9f72-c6e9e5d61ce1,Basildon Langdon Hills Superstore - Travel Money,Basildon Langdon Hills Superstore - Travel Money,Travel-Money,GB,ENG,51.56772,0.39923,0,Trading,null,null,Europe/London,a37ffdad-c178-45e8-a392-554f90fd59d3,a0e185c8-8db9-4013-8082-fb9d51366cf1
2137,0a59d7f3-cbc2-4c17-b8da-f8b0e0fb5bf9,Amesbury Superstore - Clothing Range,Amesbury Superstore - Clothing Range,Clothing-Range,GB,ENG,51.17581,-1.76622,0,Trading,null,null,Europe/London,85895d68-64da-485d-8e30-c92b73f591c0,9adb615e-59f3-4650-bec5-2f22a5a2832d
2141,416ceaa0-bb17-4a9e-bcae-4cec45692ad9,Tiverton Superstore - NHS Workers Priority Time,Tiverton Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,50.9046,-3.48164,0,Closed,null,null,Europe/London,aae5a4d8-0fc9-4ee4-8092-220e9c133d97,752b987a-f26e-471b-964d-8f3fa1842f8d
2145,3fc6cb16-191b-45d9-8798-1a205c7b3a48,Glasgow Airport Express,Glasgow Airport Express,Store,GB,SCT,55.86457,-4.43216,6221,Trading,Express,Express Standalone,Europe/London,1f4c4b20-9d2b-4c1f-bd0c-56fd6112f8a1,null
2149,9843c2a3-2559-42c9-b19d-20e9c8b94302,Bishopsgate Metro,Bishopsgate Metro,Store,GB,ENG,51.51722,-0.08031,2097,Trading,Metro,Classic Metro,Europe/London,125a149c-f6b5-4dbe-9b6a-8caa4ab30327,null
2153,1c5916cb-1073-459e-9919-0007abc4e452,Dunfermline Extra - Grocery Collection,Dunfermline Extra - Grocery Collection,Grocery-Collection,GB,SCT,56.06084,-3.40325,0,Trading,null,null,Europe/London,75fa839f-6205-46bd-b73c-eded73888b4e,5bb123b4-6c32-4fb5-9141-d2944a903897
2157,b49d80e1-9296-4257-8f81-d37b44532104,BARKING 1,BARKING 1,Store,GB,ENG,null,null,2069,Closed,null,null,Europe/London,d41ba14a-4024-432b-bc08-1b68282cb875,null
2161,c155fc67-9345-4fb2-8e52-2c415f3c63e3,Penzance Superstore - NHS Workers Priority Time,Penzance Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,50.12795,-5.52596,0,Closed,null,null,Europe/London,92e6d3dc-9537-4c6e-9430-37b0851dfb62,67f06ade-b89d-40c0-902f-06217c069906
2165,f0c9c37b-b19a-4616-958f-a007891240aa,Banchory Superstore - Hot Deli,Banchory Superstore - Hot Deli,Hot-Deli,GB,SCT,57.06028,-2.46643,0,Trading,null,null,Europe/London,37cf5a56-6507-42bd-9cc4-181efeebc692,dc061996-a386-470d-a642-b3799362a768
2169,2a0270e7-6078-409e-9091-e3d7f124a027,Stockport Extra - Grocery Collection,Stockport Extra - Grocery Collection,Grocery-Collection,GB,ENG,53.41636,-2.15342,0,Trading,null,null,Europe/London,265fcea8-234a-40e9-bb90-a77c6ecefd7e,ec8c4c25-787a-425b-9667-204564161bba
2173,c68d74c3-fb59-471f-805f-a454297a739d,Dorridge Express,Dorridge Express,Store,GB,ENG,52.37332,-1.75395,2515,Trading,Express,Express Standalone,Europe/London,de17d61e-a840-4000-a3c5-13efab942d0b,null
2177,a7d16f59-2edb-427f-a978-1ebd8e4b0e1b,Bradley Stoke Extra - Tech Support,Bradley Stoke Extra - Tech Support,Tech-Support,GB,ENG,51.53544,-2.548,0,Trading,null,null,Europe/London,c3312b02-d046-4f6d-b528-3965b30b0ff5,fa1bcdf3-2065-4a1e-8d33-15f19314b6d5
2181,70fe7e8e-837b-4e29-8efe-1748bf1c7f69,Waltham Abbey Superstore - Clothing Range,Waltham Abbey Superstore - Clothing Range,Clothing-Range,GB,ENG,51.68461,0.00254,0,Trading,null,null,Europe/London,5b87d389-0a4d-4557-a983-da425389e6b3,e22ee199-c8ae-47d0-a33e-2e715ee76ad7
2185,052348c1-f898-4dc2-ad78-0cca41de94bb,One Stop Headley Down,One Stop Headley Down,One-Stop,GB,ENG,51.123544,-0.804735,0,Trading,Neighbourhood Hybrid,null,Europe/London,2b887642-1090-4ebd-a84e-c16a307963ea,null
2189,ffefe482-7713-4f06-8d29-d5b506d789df,Morley Elland Rd Express,Morley Elland Rd Express,Store,GB,ENG,53.76168,-1.58752,6190,Trading,Express,Express Standalone,Europe/London,30e4d196-c407-4f28-8cb9-346946148865,null
2193,3a6e5631-9cfa-41b6-b969-d8c5462d7cfd,Aberdeen South Superstore - Elderly And Vulnerable Priority Time,Aberdeen South Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,SCT,57.13026,-2.09405,0,Closed,null,null,Europe/London,46dbb052-5a6c-474d-af1b-14ce54481fec,550e6bc8-7d85-4954-a7bc-774709529078
2197,cc885968-97b4-4678-a6e3-6a8d4fd1f8c1,Salisbury Extra - Cafe,Salisbury Extra - Cafe,Cafe,GB,ENG,51.0629,-1.77306,0,Trading,null,null,Europe/London,d2c9b15b-b48f-40f3-b9d0-5be3faada5e9,8b1a9309-b0cb-4fb1-bb34-8660db95c52f
2201,b8765e65-8c7a-44bb-8cd4-164a14144604,Brackley Smart Phone required for collection,Brackley Smart Phone required for collection,Click-And-Collect,GB,ENG,52.02233,-1.15158,0,Trading,Kerbside,null,Europe/London,0ae1b3b1-af5b-485a-9a7d-f99d07df6128,bd43d02f-f807-4a1a-aaf2-a3604289c249
2205,fe938aad-bcea-4cdb-ac9b-fa0930004581,Barrow-in-furness Extra - Petrol Filling Station,Barrow-in-furness Extra - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,54.11322,-3.23618,3936,Trading,null,Petrol Station,Europe/London,ff31c7d7-d213-4a53-b34b-e8c9167d6ef5,d351e17c-ee38-44af-8c2e-369f27b62be6
2209,bacb5a48-8c20-46c6-98ed-3caed3e55be8,Northwich Superstore - Clothing Collection,Northwich Superstore - Clothing Collection,Clothing-Collection,GB,ENG,53.26251,-2.49432,0,Trading,null,null,Europe/London,2b1e7976-f92b-4340-ab03-4c85bad16778,30348f41-6c3b-41a2-9462-81310d69984a
2213,3db242c3-16cb-4f91-b50f-17235c432641,Crawley Extra - Hot Deli,Crawley Extra - Hot Deli,Hot-Deli,GB,ENG,51.1236,-0.1634,0,Trading,null,null,Europe/London,1d106280-0705-4f7f-b326-dfd10a3e283e,8d5e4be1-62c1-42e5-b433-3c1dde41f3e4
2217,8cf666fa-1d6b-4a76-abd2-e0e99d2f473d,Bradford Extra - Tech Support,Bradford Extra - Tech Support,Tech-Support,GB,ENG,53.78089,-1.78842,0,Trading,null,null,Europe/London,ff99b56a-e150-4657-94eb-e5d0589f2dc8,a3da41cd-d37a-4e6c-80d8-85f1cd17736f
2221,71cec7a2-5d51-4eda-bf8e-76b6fdc1834d,Congleton Superstore - Elderly And Vulnerable Priority Time,Congleton Superstore - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,53.16879,-2.21736,0,Closed,null,null,Europe/London,ca9ccf0f-f189-4366-9b51-ef205d8f798c,81b71abc-4a99-488d-866f-fe171a8d4572
2225,727b04c8-9de2-499f-beed-5afd2f0ee341,Thirsk Superstore - Hot Deli,Thirsk Superstore - Hot Deli,Hot-Deli,GB,ENG,54.23064,-1.34744,0,Trading,null,null,Europe/London,6cbc0ccf-7b3d-4af1-b12d-1c6547e67140,de313728-b80f-4d52-857c-6da2d3f045ca
2229,b9d71a9e-51b7-4184-9be6-9b74739d93f1,Swansea Cadle Extra - Cafe,Swansea Cadle Extra - Cafe,Cafe,GB,WLS,51.65091,-3.99158,0,Trading,null,null,Europe/London,66e3bdeb-cb1f-48c2-9736-a5136fb70eae,0966204f-5d9b-41de-aba8-187ca997aba7
2233,4ca1080d-830d-4bde-bc0d-37b59a563afc,Yarm Eaglescliffe Superstore,Yarm Eaglescliffe Superstore,Store,GB,ENG,54.5179,-1.35854,3468,Trading,Superstore,Superstore,Europe/London,6a8eda41-1015-4a8c-ba7a-0cb830b7419d,null
2237,f00b65d9-181b-4453-927a-4acc4b033f6f,Windmillhill Express,Windmillhill Express,Store,GB,SCT,55.78265,-3.97925,4355,Trading,Express,Express Standalone,Europe/London,1268874f-71a6-4a09-bfe9-e7be0a7b733a,null
2241,73cccaaa-1c60-4f1e-9f87-9fbead18e860,Stoke-on-trent Kidsgrove Superstore - Pharmacy,Stoke-on-trent Kidsgrove Superstore - Pharmacy,Pharmacy,GB,ENG,53.0895,-2.24474,0,Trading,null,null,Europe/London,e5463192-409b-4f8a-af45-5372868b1a29,1cf2be88-aed8-447c-b130-395d46f35acd
2245,966b1f4e-5610-45a1-8580-2a815da9eb0c,Newark New Ollerton Superstore - Pharmacy,Newark New Ollerton Superstore - Pharmacy,Pharmacy,GB,ENG,53.20242,-1.00842,0,Trading,null,null,Europe/London,83d0ed44-858c-4a78-92a2-afa770eaf822,277ba12c-770b-4e26-a316-ce31f90ce16c
2249,b3c1c367-c12f-4b1f-8ac5-3c1d00b9ea3f,Peterborough,Peterborough,Distribution-Centre,GB,ENG,52.594761,-0.20141,4938,Trading,null,Other,Europe/London,076f5d3c-93a7-4ed8-8823-287cb8d5bab7,null
2253,df6798e2-f8ba-43f0-9352-08f7e8b03167,Edinburgh Broughton Superstore,Edinburgh Broughton Superstore,Click-And-Collect,GB,SCT,55.963564,-3.196509,0,Closed,null,null,Europe/London,854032ef-2019-405d-8f44-a57466249856,ad1cfdd2-fbce-4ff3-a209-4da69cac5996
2257,51f1fcc3-3888-4d3e-979c-1b90bf13d4f4,Brentwood Express - Clothing Collection,Brentwood Express - Clothing Collection,Clothing-Collection,GB,ENG,51.63023,0.34549,0,Closed,null,null,Europe/London,a374a876-99a3-4e82-926b-b9d81df485b0,9a075572-f47f-4a14-bb61-f7d87bf1e2d0
2261,57ea3625-bea1-4b3a-a0aa-968dbe5494c0,Barrow Metro,Barrow Metro,Store,GB,ENG,54.11546,-3.1947,5624,Trading,Metro,Superstore,Europe/London,42dfbb61-a3c8-4003-97bf-ad446d5e9d26,null
2265,c3e2d33f-cd9a-409f-b858-4fc6241d0b77,Nottingham Hucknall Rd Express,Nottingham Hucknall Rd Express,Store,GB,ENG,52.97578,-1.15655,5368,Trading,Express,Express Standalone,Europe/London,584bb54d-bafc-48e2-8e7b-e16811efb7f9,null
2269,961d5dd7-1bae-4f11-a15e-340a9f4d7211,Flitwick Superstore - Fish,Flitwick Superstore - Fish,Fish,GB,ENG,52.00287,-0.49828,0,Trading,null,null,Europe/London,e18e4bd2-c84d-4b8c-867b-d84d8234c18a,4e2fc81b-a623-4c0f-b78d-6759c0301257
2273,756589ef-5f96-4120-b47b-271ba75b6c83,Wootton Bridge Express,Wootton Bridge Express,Store,GB,ENG,50.72542,-1.23124,5661,Trading,Express,Express Standalone,Europe/London,c15e1c91-8535-47f8-81ef-7474b93e3809,null
2277,20c454e9-8613-45a9-a6f6-0fa8c29384b2,Oldham Chadderton Superstore - Fish,Oldham Chadderton Superstore - Fish,Fish,GB,ENG,53.54554,-2.12592,0,Trading,null,null,Europe/London,fcf98279-c2ba-475b-9394-5c69bccc60b6,4b1a1bc7-7ce9-4e25-b5a2-6b5ff1267d65
2281,3ff77318-a441-41ec-922a-2d1d2b5a84ad,Chester-le-street Superstore - Travel Money Click and Collect,Chester-le-street Superstore - Travel Money Click and Collect,Travel-Money-Click-and-Collect,GB,ENG,54.85871,-1.57748,0,Trading,null,null,Europe/London,560bd813-fe5c-4b58-a778-1c4758075d31,acab33c9-039b-41c1-94c1-d6437f3de093
2285,7a3a4233-d12d-4e63-aeb2-768aa3582e95,Llanelli Extra - Elderly And Vulnerable Priority Time,Llanelli Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,WLS,51.6774,-4.13711,0,Closed,null,null,Europe/London,9fc39c7d-0487-4074-86e9-7590c5df26c4,b159dce3-2bb3-46d9-9cc5-96a8064bdfc2
2289,f12a1864-430e-4326-a93f-11cb8bb316d9,Albert Rd Express,Albert Rd Express,Store,GB,ENG,50.78687,-1.07395,3186,Trading,Express,Express Standalone,Europe/London,cfb448ab-02b1-430c-ae10-556a4b27a1c2,null
2293,f2b761e8-f168-4dda-adc9-e1037d0ceece,Pembury D,Pembury D,Click-And-Collect,GB,ENG,51.146402,0.312424,0,Closed,null,null,Europe/London,07b87646-1f78-4730-9aaf-9952117ff42b,8d72afa9-3f2e-4b23-9c6a-9f0d842833ab
2297,e7f25829-b51a-44db-a363-174deba031bf,Swansea Marina Superstore - NHS Workers Priority Time,Swansea Marina Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,WLS,51.61679,-3.94409,0,Closed,null,null,Europe/London,6e42eaee-7e84-4cf7-a8b5-fd5c65b9000f,0c441568-5bcd-4b7d-b2fb-31a6eaf3711d
2301,fb3f1b7a-e186-4004-952d-60ae053bf1bb,Rainham,Rainham,Click-And-Collect,GB,ENG,51.520243,0.191093,0,Trading,Store to Store,null,Europe/London,b72e80ff-448d-4fc6-b887-617d24a3f0b4,af379b13-9b97-4b1c-b345-c1214a3e2f42
2305,a8f9316a-3690-4779-90c5-573c0ba263a0,Thornton Heath Rd Express - Petrol Filling Station,Thornton Heath Rd Express - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,51.4018,-0.11805,0,Trading,null,null,Europe/London,a0c53e44-df44-4b4a-9dae-9728bf84896b,cb4b09ba-7af7-481a-aad8-59089f4c2439
2309,fbf31bde-d7fd-451f-8193-bf6a105333df,Bolton Upon Dearne Express,Bolton Upon Dearne Express,Store,GB,ENG,53.52218,-1.31399,5193,Trading,Express,Express Standalone,Europe/London,04047492-c6c1-4356-88f7-b0f69f0650e4,null
2313,a981cee8-e04e-4931-a714-877ba350fd69,Kingston Extra - Elderly And Vulnerable Priority Time,Kingston Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,52.03647,-0.68731,0,Closed,null,null,Europe/London,aa8df8f5-bb2e-468d-90f5-13930c0fe220,db4dc38f-1db3-4a92-a5ca-f67ee2ff266d
2317,dfb48aa1-f9ea-434c-8ced-c68f7142bf31,BIXLEY FRM IPSWCH EXP,BIXLEY FRM IPSWCH EXP,Store,GB,ENG,null,null,5041,Closed,null,null,Europe/London,f8984671-b612-423a-acd5-d2462d1bfe7c,null
2321,fa4feed7-c593-4423-b50d-88be26a30ae2,Dumfries Extra - Travel Money,Dumfries Extra - Travel Money,Travel-Money,GB,SCT,55.07495,-3.62695,0,Trading,null,null,Europe/London,6be5c0c1-c1d1-4939-ae4e-161e8292919b,13aaaf79-ba29-4b6d-a46a-872d4cfea8d0
2325,d60561b1-f8ba-4a01-8020-18bad5f58f81,Carnegie St Superstore - Tesco Mobile Shop,Carnegie St Superstore - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,NIR,54.46104,-6.33282,0,Trading,null,null,Europe/London,588d1b2b-a630-48b8-ac12-ebf353aab3f0,0e5d0b5a-ab08-48f4-85fb-4b2214a35941
2329,fa79ee19-6b10-444d-93c6-840bd5bac983,Guildford Superstore - Fish,Guildford Superstore - Fish,Fish,GB,ENG,51.24204,-0.60415,0,Trading,null,null,Europe/London,da8722fa-5145-4e5f-b4bd-95cfe360d799,872221ff-1457-4d5d-9b27-3c9668d4ee3c
2333,e5fe2bc5-da58-49ca-8765-20455959b4eb,Blairgowrie Welton Superstore Smart Phone required for collection,Blairgowrie Welton Superstore Smart Phone required for collection,Click-And-Collect,GB,SCT,56.589584,-3.334216,0,Trading,Kerbside,null,Europe/London,ff5b7596-85f9-41e7-a928-4ccef9176a01,c9fb5e9d-c1e5-4aa4-9639-f291a818d4df
2337,18f1fdea-2a66-4c66-ad84-6cb8a5e5e952,Northallerton Superstore - Hot Deli,Northallerton Superstore - Hot Deli,Hot-Deli,GB,ENG,54.3378,-1.43185,0,Trading,null,null,Europe/London,0652b0dd-fece-4c35-a563-8599defa039e,95b7c4dd-0f2c-4f96-94e4-3a9f391410a0
2341,a7f4685f-a83f-4dfa-abc1-b8bcfbb3cc9d,Chaddesden Esso Express - Petrol Filling Station,Chaddesden Esso Express - Petrol Filling Station,Petrol-Filling-Station,GB,ENG,52.92518,-1.44005,0,Trading,null,null,Europe/London,0fdfde42-507c-4cae-9039-dcfa716eeb9c,97023ca6-3580-454b-bc3e-60d70985e455
2345,c3fb8f35-bcd9-4900-af76-82690e34cea5,Dungannon Superstore - Clothing Collection,Dungannon Superstore - Clothing Collection,Clothing-Collection,GB,NIR,54.50144,-6.77779,0,Trading,null,null,Europe/London,d1a14950-0aa0-45af-abe3-3558e2138469,1cacb60d-775c-4864-a4df-88a5a259a46e
2349,891bb848-d834-4b24-bdf2-3fbf13a6c0d5,Broadstairs Extra - Travel Money,Broadstairs Extra - Travel Money,Travel-Money,GB,ENG,51.35895,1.39998,0,Trading,null,null,Europe/London,c1c0518f-6307-42d7-9dd8-83df7ef173a1,abc0a45b-f9bd-467a-b335-02d6bfe2c07f
2353,60e81b8b-2031-4ad2-a7db-a941320cfbab,Deansgate Express,Deansgate Express,Store,GB,ENG,53.48325,-2.24665,6140,Trading,Express,Express Standalone,Europe/London,78f4171e-b343-49e6-bacb-0e184edbe585,null
2357,ea3227ab-4444-4e1d-be7f-bd7a8e00f46a,Leamington Spa Metro - NHS Workers Priority Time,Leamington Spa Metro - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,52.29263,-1.5366,0,Closed,null,null,Europe/London,150ccba6-696d-4bdf-a68b-e2ceb22587f7,541c6a1d-31b1-47ba-969b-acedccfc3b1e
2361,ab1fa58e-42af-4bfb-b3f1-c33955a1f1e8,Earlsfield Station Express,Earlsfield Station Express,Store,GB,ENG,51.44268,-0.18849,4629,Trading,Express,Express Standalone,Europe/London,dab2bad9-07a7-4a98-8b68-96653b13be3d,null
2365,302fbe46-01ca-4229-81ee-1695afffaa0f,Basildon Langdon Hills Superstore - Tesco Mobile Shop,Basildon Langdon Hills Superstore - Tesco Mobile Shop,Tesco-Mobile-Shop,GB,ENG,51.56772,0.39923,0,Trading,null,null,Europe/London,a37ffdad-c178-45e8-a392-554f90fd59d3,a0e185c8-8db9-4013-8082-fb9d51366cf1
2369,8e11d9ca-d8bf-4fbc-a93f-3a4929b6f2b0,Norwich Harford Bridge Superstore - Meat,Norwich Harford Bridge Superstore - Meat,Meat,GB,ENG,52.59501,1.27756,0,Trading,null,null,Europe/London,78bcd488-097a-47f5-a23e-9ee6b4ba8dec,50df87db-6bc6-4694-9d3a-babed2f14573
2373,d95dd2d6-efc1-4448-9652-bfab5b000865,DUNDALK,DUNDALK,Store,IE,IE,null,null,3502,Closed,null,Superstore,Europe/Dublin,b4884ee7-9946-4879-b79c-bc585b3a9146,null
2377,3e80081f-d3a6-404e-be0c-bddc81687666,Crewe Extra - Elderly And Vulnerable Priority Time,Crewe Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,53.09449,-2.43793,0,Closed,null,null,Europe/London,b9a4b7cd-4c3f-4dd6-9c97-56950bd07f9a,4e693d6f-584e-443e-bcdd-0c0010de5655
2381,b289cf6e-f095-4521-ae8d-dd649bba8ce7,One Stop Mowmacre Hill,One Stop Mowmacre Hill,One-Stop,GB,ENG,52.66781,-1.147269,0,Trading,Neighbourhood Hybrid,null,Europe/London,5a05f963-0a91-4aff-a5ba-6ad9b5fd3dc9,null
2385,27331c81-302f-4308-9fc0-c1454ac8f1df,Sutton Cheam Extra - Elderly And Vulnerable Priority Time,Sutton Cheam Extra - Elderly And Vulnerable Priority Time,Elderly-And-Vulnerable-Priority-Time,GB,ENG,51.37497,-0.20656,0,Trading,null,null,Europe/London,d9593b1a-1751-4869-8dec-09039a1395ab,03a0ccea-1d17-4d26-81f9-5cab924f9f21
2389,995a0665-179d-4723-8163-5744fc82490b,Nottingham Metro,Nottingham Metro,Store,GB,ENG,52.9568,-1.14714,2960,Trading,Metro,Metro Badged,Europe/London,c7ddd9f6-9ceb-4a8c-a5f5-04a42a80400c,null
2393,4b6ae60f-9aef-467a-a735-0a8d81a0565c,Bridgewater Extra - Fish,Bridgewater Extra - Fish,Fish,GB,NIR,54.33376,-6.27345,0,Trading,null,null,Europe/London,fb975986-1169-4b22-8043-fface7a6dc77,0ad0da71-9d27-4665-a549-09b4c6c61306
2397,0ac18ef0-7250-448f-ba97-91b2e3dd1bd2,Emsworth Express,Emsworth Express,Store,GB,ENG,50.84856,-0.93663,5007,Trading,Express,Express Standalone,Europe/London,e0706a35-9817-4cbb-85f7-517439121ca2,null
2401,ec203aea-3ae6-4fe5-8771-4c171dabb491,Cirencester Extra - Cafe,Cirencester Extra - Cafe,Cafe,GB,ENG,51.70589,-1.95195,0,Trading,null,null,Europe/London,dfc86699-0384-4423-9244-461104237076,efadad34-b3e8-4232-931e-ac8124f1ac05
2405,a81c5b98-a291-45f1-ac9c-d1cf8b39730b,Cheshunt Metro - Hot Deli,Cheshunt Metro - Hot Deli,Hot-Deli,GB,ENG,51.702,-0.03415,0,Trading,null,null,Europe/London,cfeda64b-d13f-4c3f-9c00-dc4ea9c1f406,0cab045a-98eb-45ce-b6a5-2d8554d9d0c3
2409,44e9f07b-1dc8-4a1a-9713-ac710cedb8f0,Tetbury Superstore - Fish,Tetbury Superstore - Fish,Fish,GB,ENG,51.64248,-2.15632,0,Trading,null,null,Europe/London,50a353a3-4f93-4a27-9c4d-f6147d9e4b99,4710c5da-0d41-4c3d-b02b-13d92d5da1b6
2413,28a917a1-5dbd-43dd-848c-94fc9c7d92f4,Penzance Superstore - Grocery Collection,Penzance Superstore - Grocery Collection,Grocery-Collection,GB,ENG,50.12795,-5.52596,0,Trading,null,null,Europe/London,92e6d3dc-9537-4c6e-9430-37b0851dfb62,67f06ade-b89d-40c0-902f-06217c069906
2417,7e4e20ae-6c5c-447e-be37-f9adfbfd3d0a,Castle Bromwich,Castle Bromwich,Store,GB,ENG,52.501512,-1.770804,4708,Development,JDF,JDF,Europe/London,0cace543-cc99-4ada-be91-0a5bd6ae64e5,null
2421,b661d0f2-0eaf-4486-911f-33be7cf4c1c1,Leighton Buzzard Superstore - NHS Workers Priority Time,Leighton Buzzard Superstore - NHS Workers Priority Time,NHS-Workers-Priority-Time,GB,ENG,51.91832,-0.66945,0,Closed,null,null,Europe/London,6be0ff39-2242-4196-8234-6e2aa98e3bde,3620202b-f048-4d9f-9de2-4418f7e73738
